Område,DIN,SS,TDP,TOC,TON,TOTN,TOTP,TPP
001,106.2931811720468,404.1773606126392,0.7873512587935778,7407.268112541893,221.98540177401068,328.2785829460575,2.209071683201332,1.421720424407754
002,1663.752438237736,14538.53552326616,26.670666063927147,98046.34774300722,3705.056317569743,5368.808755807479,61.661265844571744,34.99059978064458
003,69.32228469036464,332.31262755116063,0.4713268820014364,3938.476413288237,93.20066298904923,162.52294767941385,1.4500417805440504,0.978714898542614
004,28.652593283595703,488.6659727392884,0.1398806383333333,1537.975400159254,24.89639446845308,53.54898775204878,1.231461146584767,1.0915805082514332
005,20.64585736853216,159.32917850122024,0.1537123043011154,1271.7046650366344,25.4309971605192,46.07685452905137,0.7486890978241538,0.5949767935230384
006,17.792158105485413,73.23779499899265,0.2666945312787539,1560.2201925680808,41.13161212221462,58.92377022770003,0.6380391635232691,0.3713446322445152
007,14.11284062092002,135.75856037613565,0.2393937055794865,1474.4344857711449,33.57256920623365,47.68540982715368,0.7730762787448283,0.5336825731653418
008,17.00862618890367,247.2172028750336,0.2414182633281331,1535.3149147187578,33.14663219281383,50.155258381717495,1.003032151988677,0.7616138886605434
009,16.38139390750282,179.5039988593037,0.1834599344475577,1178.9585593046706,27.48218368132876,43.86357758883157,0.6414848137128524,0.4580248792652945
010,8.915060621097272,113.82705513450804,0.0981669935943651,791.5934284998597,15.961747706732268,24.87680832782954,0.4752214386534575,0.3770544450590924
011,28.893050919832728,421.4929629216101,0.3596145078167107,2156.539958638833,47.75373386796812,76.64678478780085,1.6054716964478084,1.2458571886310976
012,559.9857367635963,2803.137847612934,11.165546672094472,28455.684117069806,1465.7104110014716,2025.696147765068,18.62567320205117,7.460126529956699
013,37.75383462702093,433.0701517355046,0.2940649189839163,1987.9947470527031,44.10904902696063,81.86288365398157,1.2313976445912267,0.9373327256073102
014,98.35400256653962,1386.685324313292,0.5628146778962585,4392.119193076621,82.85392345828488,181.20792602482447,3.1222372101583797,2.5594225322621207
015,290.22016916226994,3381.744481918412,4.891737797454407,18887.004420209127,654.5364078457527,944.7565770080228,12.206078082305154,7.314340284850748
016,459.3431046038077,844.8708174986724,7.724485099058235,18313.484502485284,1074.625274341722,1533.9683789455296,10.5063342896035,2.781849190545263
017,119.96228190028542,374.173824881769,1.2599932898964783,5226.4145899973,263.89508284902723,383.85736474931264,2.28361024711015,1.0236169572136715
Hele Oslofjord,3557.388614739537,26317.740685796634,55.51032753878539,198161.5354434254,7855.348401262286,11412.737016001824,120.41218577161652,64.90185823283112
Indre Oslofjord,85.94087619134407,795.0467356106858,1.0846787389350467,7020.632817399289,160.76399436311007,246.70487055445412,3.80432150579378,2.7196427668587333
Ytre Oslofjord,3471.447738548193,25522.69395018595,54.42564879985034,191140.90262602613,7694.584406899175,11166.032145447369,116.60786426582274,62.182215465972384
