,real_river,date,Q,TOTN,DIN
0,4,2016-01-31,2.58949440908432,2.3856443916670096,1.2132672623711018
1,4,2016-02-29,3.814732795715332,3.6749377253708193,2.0111074507348095
2,4,2016-03-31,2.6529119985580443,2.306983399680606,1.1483125194301556
3,4,2016-04-30,1.5751583928108215,1.2754325365953214,0.58431330867295
4,4,2016-05-31,0.7820063902616501,0.5450683799304293,0.18574988538985446
5,4,2016-06-30,0.23592383995056151,0.13581957165030556,0.022276420267126562
6,4,2016-07-31,0.6398784009218216,0.3479679357037067,0.04253829244577325
7,4,2016-08-31,0.9443520057678223,0.49420907697598065,0.04884881018272628
8,4,2016-09-30,0.38002176010608674,0.2129182125012471,0.035409685121946935
9,4,2016-10-31,0.31898015999794005,0.20245573240756223,0.05247837227861663
10,4,2016-11-30,2.667772779750824,2.3344109069640977,0.9653143258647149
11,4,2016-12-31,1.5735167959213257,1.8474902246430966,0.9563658028613491
12,4,2017-01-31,2.37988797955513,2.7737128113697587,1.4537203585691265
13,4,2017-02-28,1.7871839989185334,1.8030583719530333,1.0386772029740057
14,4,2017-03-31,3.5414496431350706,3.5416305599743687,2.053084997768017
15,4,2017-04-30,1.77690239610672,1.685053259402603,0.8922360880442282
16,4,2017-05-31,0.8053344002008438,0.6512596268383525,0.22847527717789878
17,4,2017-06-30,0.42772320066690445,0.3271190174525801,0.09251847421817815
18,4,2017-07-31,0.11008224048614502,0.07495222994363218,0.014502618816319002
19,4,2017-08-31,0.7348233571887016,0.43345064666905264,0.024537532650928295
20,4,2017-09-30,1.9570463929653168,1.610697256566793,0.35443955747063044
21,4,2017-10-31,3.3305472212791445,3.5877923685826905,1.1435200226762603
22,4,2017-11-30,4.998758369636536,5.3730247783070775,1.7161682866558223
23,4,2017-12-31,5.805820812606812,5.803015823126119,2.0290517528414798
24,4,2018-01-31,5.084726375198365,4.065372170247475,1.9276408560244491
25,4,2018-02-28,2.4693984051704407,1.8832140552900491,0.9454605618940043
26,4,2018-03-31,0.9160127985477448,0.7029345849183989,0.35229462561161934
27,4,2018-04-30,2.5815455929756164,2.3020640882009267,1.0803726286701025
28,4,2018-05-31,1.1364278366804124,1.0198987887351971,0.4774174399685933
29,4,2018-06-30,0.2693519996523857,0.24048636995440864,0.1137858944274401
30,4,2018-07-31,0.14067647985219955,0.13149569414557497,0.07245575517382771
31,4,2018-08-31,0.15711840153336526,0.15818345608740225,0.10591693146244514
32,4,2018-09-30,2.603154252433777,2.6187117628656598,1.7715602062497653
33,4,2018-10-31,1.4795136011123657,1.4918975170438793,1.005972227887503
34,4,2018-11-30,3.858710367679596,4.161471854209877,2.5627652223051838
35,4,2018-12-31,4.103654407024384,4.856560662641204,2.6283683704727956
36,4,2019-01-31,0.8674559992790222,1.0266263384750913,0.5550171555486786
37,4,2019-02-28,5.410195188474655,6.171879660650164,3.3319905021421734
38,4,2019-03-31,5.866387148666382,5.45723847408558,2.7476730418803106
39,4,2019-04-30,0.5962463981151581,0.52769111461877,0.2519037939787091
40,4,2019-05-31,0.40727232241630557,0.34554200993022494,0.1483878338677141
41,4,2019-06-30,0.9637055992841721,0.754640902772516,0.25285525543197246
42,4,2019-07-31,0.21964607927799226,0.1594300150454232,0.0410579586929302
43,4,2019-08-31,0.6820761577963829,0.5276366398818978,0.16593126025757005
44,4,2019-09-30,3.1353695836544038,2.792776293521796,1.2253127567391646
45,4,2019-10-31,7.145539120960236,7.100633815629961,3.8958364827959353
46,4,2019-11-30,4.422297601318359,4.669726955199957,2.5930977403985946
47,4,2019-12-31,9.186047932434082,10.17177466680261,5.448433281842792
48,4,2020-01-31,5.041612835884094,5.2221023503934125,2.7032629501396923
49,4,2020-02-29,5.74413118801117,5.205119971136469,2.6500868011576797
50,4,2020-03-31,5.569689573097229,4.734558125348066,2.395217749164977
51,4,2020-04-30,0.7361280022144318,0.6221628698716795,0.2863935383852313
52,4,2020-05-31,0.5894899170398712,0.47825299556592427,0.18857286844226118
53,4,2020-06-30,0.19191168036460876,0.14336306518023026,0.039708930324497925
54,4,2020-07-31,0.8080819216489792,0.5612420805339271,0.11626146442804891
55,4,2020-08-31,0.43467840542793273,0.3021331775890619,0.06113316500583807
56,4,2020-09-30,0.4426531213760376,0.362697240733703,0.12266607819805736
57,4,2020-10-31,4.45366078119278,4.067631904746001,1.806381491951498
58,4,2020-11-30,6.228489583396912,5.985260427084224,2.8521978802665684
59,4,2020-12-31,8.17603198928833,8.219422349467974,3.9796459689857286
60,4,2021-01-31,4.482432035636902,4.146714590457205,1.9646028750337554
61,4,2021-02-28,1.4341017597198487,1.2315167444159174,0.6022648896522877
62,4,2021-03-31,1.8518976013183595,1.5541621827465943,0.7607892873983182
63,4,2021-04-30,1.2901247971057892,1.0774364649922625,0.4877264375613152
64,4,2021-05-31,1.66544640583992,1.3329491638251747,0.4696610890614241
65,4,2021-06-30,0.5314896014213562,0.40511681138581956,0.1149283766666416
66,4,2021-07-31,0.4042569602966309,0.2863895805800566,0.061393597052407024
67,4,2021-08-31,0.24668928097486495,0.17238786987860405,0.03336323639733491
68,4,2021-09-30,0.23652000102996826,0.18859705134847696,0.05580077118529825
69,4,2021-10-31,5.787590425872803,4.931100356710541,1.8028867553724595
70,4,2021-11-30,2.7991871821403502,2.544416552138279,1.0877696467863098
71,4,2021-12-31,0.7667136011123658,0.729954343934,0.33124241378562164
72,4,2022-01-31,1.8367776054382323,1.6491375413441751,0.7493771071383134
73,4,2022-02-28,5.514652778720856,4.6874934926287235,2.2534089575065726
