,real_river,Q,TOTN,DIN,year
0,4,30.31600609717369,23.59215838778188,7.297246889568266,2013
1,4,44.848849032819274,35.35423615394311,11.056889586175679,2014
2,4,39.219845669674875,32.348984020960835,12.086646458720084,2015
3,4,18.17474972884655,15.763338070636276,7.26598209111561,2016
4,4,27.65556001274586,27.664766878851122,11.040932126194726,2017
5,4,24.800290517860653,23.632290974781775,13.044010744498332,2018
6,4,38.90223913167715,39.70559656151819,20.65749683933679,2019
7,4,38.41655899894238,35.903946699216995,17.201528978007875,2020
8,4,21.49644965246916,18.60074173763609,7.77242943002286,2021
9,4,20.677645436131954,17.91988490261976,7.69498261957535,2022
10,5,433.9558801071167,254.7858614335088,115.55262377313642,2013
11,5,660.1188958442688,376.13339725722716,176.07366827880762,2014
12,5,583.1265600906372,346.15559615763175,155.55603090980904,2015
13,5,327.22811992378234,187.58349238403102,92.55034789037086,2016
14,5,420.3619200576782,251.805065591234,122.59140159556826,2017
15,5,386.77370401153564,234.8192383270884,109.72193486725844,2018
16,5,564.8680800144195,330.6190507525767,157.86276938515178,2019
17,5,574.7284800041199,342.5207325979658,163.65090019731437,2020
18,5,429.0224400123596,249.52985502737104,116.38495253821362,2021
19,5,325.4364001132965,191.12575720476974,90.58131042708564,2022
20,6,1005.6029709594726,798.5318886558935,425.55234366621255,2013
21,6,1500.1597114974975,1176.5876138392864,668.5537569208299,2014
22,6,1377.602318106079,1075.2864316225805,603.3936414245572,2015
23,6,849.2220911247254,681.4526063232433,384.07527564655925,2016
24,6,973.689173286438,853.0852440554678,502.76670204943287,2017
25,6,913.5198074295043,872.9445426805196,521.4460516948449,2018
26,6,1562.7653434753418,1510.394643374736,904.6123135528916,2019
27,6,1652.3226789848327,1758.1832960579673,1057.1131219293866,2020
28,6,1034.3904909475566,1083.332010219301,659.815571519073,2021
29,6,732.3525938966275,736.8749333841954,386.73938543705617,2022
30,7,18231.474801708984,9061.116744740782,5398.563693687722,2013
31,7,21608.55826567383,10090.113501188398,5346.028506595119,2014
32,7,19882.552666552736,9936.846389266519,5690.441537732978,2015
33,7,20891.809865039064,11501.143416116718,6449.335347867832,2016
34,7,23877.707673339843,11766.433557712126,7093.810169937662,2017
35,7,22413.87953876953,11937.696429929254,7684.689835997835,2018
36,7,24727.822533105467,14928.285994493737,9416.344323050806,2019
37,7,27497.981880175783,13941.224172177439,8819.062391264984,2020
38,7,23999.052702832032,13541.07847342592,9260.793572878862,2021
39,7,19782.251649316408,9528.561594485895,6011.886808979308,2022
40,8,325.30656110916135,291.48279428666416,177.94677930494285,2013
41,8,540.4893163948059,474.63751004677647,288.7794698493775,2014
42,8,523.2087558242798,475.1077511727571,291.3831627076703,2015
43,8,438.6632572162628,458.91768730340715,281.16197696345586,2016
44,8,594.7869619480133,554.5672465567428,338.1850056359585,2017
45,8,398.9696779066086,441.06440214232464,269.67684024130136,2018
46,8,755.6082840311051,1099.3207046214457,644.907177270338,2019
47,8,674.6596260074615,680.1453082341216,420.89812645441884,2020
48,8,466.6259002120972,442.0500775899577,268.8205078143626,2021
49,8,299.4011169862747,239.92787350411513,142.2127379280834,2022
50,9,56.67960002117157,120.22484890378315,81.15947793360422,2013
51,9,98.90850841712951,173.1184618364194,115.32287972222694,2014
52,9,99.18337456398011,241.99903647938,147.78487180682956,2015
53,9,91.96600261631012,278.14505015643846,197.18838698373435,2016
54,9,123.33649917411805,376.7510166703005,259.4556231092265,2017
55,9,83.97722568826676,278.2205960882842,174.49771929367844,2018
56,9,155.6615859518051,443.12227642965894,305.38224107345206,2019
57,9,139.4012745946884,308.0923218753871,211.14905089572994,2020
58,9,97.57612880516052,294.1928198427353,159.20813974661164,2021
59,9,63.963946955394746,235.78046603710155,142.75973185016502,2022
60,10,73.47729628372193,184.78734570848013,114.20453674391737,2013
61,10,110.4965135427475,235.9683011242974,140.70591520622457,2014
62,10,118.23535145874024,344.93717412451053,213.2743787907259,2015
63,10,40.56326123642921,108.2441285717206,67.74370785554093,2016
64,10,46.21558510780334,175.80638807195686,115.33652553261811,2017
65,10,43.23319569039345,136.01618378424425,78.54389786096598,2018
66,10,90.64630044722557,340.08310150514967,196.73780757751152,2019
67,10,118.094141726017,316.5619203014259,198.14835377095088,2020
68,10,99.37405436496735,261.47275598999965,160.1462112301989,2021
69,10,44.22063124408722,112.2803657425931,84.85716524351885,2022
70,11,177.14683840827942,83.38253913507383,46.09075677089229,2013
71,11,273.8083595787048,111.95901038581327,61.983488401892075,2014
72,11,259.240237625885,100.5448075683653,54.356239010966895,2015
73,11,152.63626112937928,59.011982068771104,31.549322877131004,2016
74,11,176.21184726905824,74.24217617166785,39.38440173381584,2017
75,11,151.84632485961913,67.11879324114487,35.671222054927334,2018
76,11,229.1738697681427,94.70573394779836,50.616749801579516,2019
77,11,324.70371063308716,113.69589642030093,59.69758267944098,2020
78,11,200.93435720329285,68.87939452360698,35.92829559758288,2021
79,11,124.2480276260376,48.84253786097738,24.905156947300412,2022
80,12,109.62253972148895,62.25480644970437,22.99251553237989,2013
81,12,171.6539270931244,71.10355160491744,26.631848799919673,2014
82,12,165.62871066055297,70.393488131734,26.949636175154264,2015
83,12,126.0341001411438,62.12082457866781,23.50446879640811,2016
84,12,143.59643445911408,72.88663553803201,27.886251149932598,2017
85,12,122.32053131217957,94.56539223610051,35.62662438979121,2018
86,12,199.23522295475007,98.27672362675776,36.06602995674172,2019
87,12,241.82013991127013,107.65355336357867,42.11202185952688,2020
88,12,154.3747113882065,72.05030279690233,26.048470709157566,2021
