,real_river,Q,TOTN,DIN,year
0,4,30.31600609717369,23.59215839369766,7.297246869874776,2013
1,4,44.848849032819274,35.35423617852556,11.056889587835059,2014
2,4,39.219845669674875,32.348983982980755,12.086646455736673,2015
3,4,18.17474972884655,15.763338094090182,7.265982135621125,2016
4,4,27.65556001274586,27.66476675018606,11.040932169862895,2017
5,4,24.800290517860653,23.63229100434005,13.04401072014773,2018
6,4,38.90223913167715,39.70559688661399,20.657497063576546,2019
7,4,38.41655899894238,35.90394655765067,17.20152888645008,2020
8,4,21.49644965246916,18.600741712412933,7.772429375953173,2021
9,4,20.677645436131954,17.919884933347817,7.694982664337856,2022
10,5,433.9558801071167,357.2279562619219,211.33598439025255,2013
11,5,660.1188958442688,531.9648206027083,321.7760500734169,2014
12,5,583.1265600906372,483.8117697886769,284.2645541414696,2015
13,5,327.22811992378234,264.830823783812,164.776604650216,2016
14,5,420.3619200576782,351.03809343273576,215.37428170149585,2017
15,5,386.77370401153564,326.1232394952282,195.09117704941744,2018
16,5,564.8680800144195,463.96502967058467,282.54125457267486,2019
17,5,574.7284800041199,478.1944068868321,290.5057883870353,2020
18,5,429.0224400123596,350.8073314176665,211.0793962808586,2021
19,5,325.4364001132965,267.95012540075305,162.41209738769643,2022
20,6,1005.6029709594726,855.6026816757106,482.6231394254979,2013
21,6,1500.1597114974975,1251.890133532164,743.8562735956652,2014
22,6,1377.602318106079,1145.6994881315197,673.8067079661135,2015
23,6,849.2220911247254,731.8524492426102,434.4751163323734,2016
24,6,973.689173286438,914.528876264944,564.2103290987187,2017
25,6,913.5198074295043,936.1651047612944,584.6666156658335,2018
26,6,1562.7653434753418,1602.4330010029773,996.6506654043302,2019
27,6,1652.3226789848327,1860.4074250731294,1159.337248633469,2020
28,6,1034.3904909475566,1152.9331947712476,729.4167587846866,2021
29,6,732.3525938966275,784.2978132324774,434.162264035039,2022
30,7,18231.474801708984,10742.819668736174,7054.867513262511,2013
31,7,21608.55826567383,11848.924961500106,7074.735782130717,2014
32,7,19882.552666552736,11681.391788334744,7407.2874248198505,2015
33,7,20891.809865039064,13332.2986325471,8251.384966750462,2016
34,7,23877.707673339843,13718.237673668378,9012.349069263695,2017
35,7,22413.87953876953,13901.059409946824,9616.826661278907,2018
36,7,24727.822533105467,17084.4417614446,11538.05041938729,2019
37,7,27497.981880175783,16118.98702373734,10958.516129872369,2020
38,7,23999.052702832032,15667.382191298222,11353.66288525803,2021
39,7,19782.251649316408,11296.145273201962,7751.910807303581,2022
40,8,325.30656110916135,310.21584144280257,196.67982962067612,2013
41,8,540.4893163948059,502.2175216895182,316.3594807561636,2014
42,8,523.2087558242798,502.8955925541798,319.17100354838897,2015
43,8,438.6632572162628,485.90206659987683,308.1463590198872,2016
44,8,594.7869619480133,586.0909489272378,369.70870767382223,2017
45,8,398.9696779066086,467.0871384630465,295.69957616002984,2018
46,8,755.6082840311051,1155.3214722034172,700.9079385953269,2019
47,8,674.6596260074615,718.2837944793599,459.0366174424227,2020
48,8,466.6259002120972,467.88603961266864,294.6564711550918,2021
49,8,299.4011169862747,255.79972032457508,158.08458162325036,2022
50,9,56.67960002117157,129.43894438922618,90.37357396968974,2013
51,9,98.90850841712951,185.3294186434804,127.53383681756685,2014
52,9,99.18337456398011,257.0576106835792,162.84345018807946,2015
53,9,91.96600261631012,297.54311972887535,216.58645745404232,2016
54,9,123.33649917411805,401.6055255591231,284.31013394422257,2017
55,9,83.97722568826676,295.6224663217384,191.89959268002187,2018
56,9,155.6615859518051,472.0055351659823,334.26550440477314,2019
57,9,139.4012745946884,328.715041010999,231.77177311973645,2020
58,9,97.57612880516052,310.2534643689421,175.2687830422844,2021
59,9,63.963946955394746,250.39823763220906,157.37750264266944,2022
60,10,73.47729628372193,195.73217700489903,125.1493671059698,2013
61,10,110.4965135427475,249.30852331936558,154.04613862361163,2014
62,10,118.23535145874024,364.8366581627041,233.1738608450691,2015
63,10,40.56326123642921,114.9911988398945,74.49077519537447,2016
64,10,46.21558510780334,186.85353635160854,126.38367424341281,2017
65,10,43.23319569039345,143.73774303107237,86.26545708049129,2018
66,10,90.64630044722557,358.4878872311634,215.1425936243998,2019
67,10,118.094141726017,335.0959208097755,216.6823550745863,2020
68,10,99.37405436496735,276.57013007954725,175.24358413949074,2021
69,10,44.22063124408722,120.57256882874559,93.1493674741028,2022
70,11,177.14683840827942,84.11953752682282,46.82775500322226,2013
71,11,273.8083595787048,112.94395105940458,62.968429410120976,2014
72,11,259.240237625885,101.41075278547731,55.22218355790009,2015
73,11,152.63626112937928,59.522142638682936,32.05948362346118,2016
74,11,176.21184726905824,74.87453784324123,40.01676379935729,2017
75,11,151.84632485961913,67.6932184890286,36.245647199955684,2018
76,11,229.1738697681427,95.51332982849624,51.42434549486389,2019
77,11,324.70371063308716,114.64524128733348,60.646927640620774,2020
78,11,200.93435720329285,69.45783348216337,36.50673339120684,2021
79,11,124.2480276260376,49.24899838683302,25.31161753375905,2022
80,12,109.62253972148895,63.04359542772926,23.78130475450544,2013
81,12,171.6539270931244,72.01582999801848,27.54412805468136,2014
82,12,165.62871066055297,71.31654345554468,27.872691157125207,2015
83,12,126.0341001411438,62.92700821248065,24.310652998329736,2016
84,12,143.59643445911408,73.84148764419773,28.841103194209122,2017
85,12,122.32053131217957,95.78290618606046,36.844138369144964,2018
86,12,199.23522295475007,99.5091497596751,37.298456429838104,2019
87,12,241.82013991127013,109.09115491390442,43.54962292046867,2020
88,12,154.3747113882065,72.94278967444338,26.940957445123768,2021
89,12,109.00767416610718,54.72965098890373,20.960976899990442,2022
90,13,115.48439458236695,87.14484024063891,48.699568345290544,2013
91,13,180.7292652923584,136.59299348529825,72.54267277022171,2014
92,13,168.60584182090759,86.71301380233302,48.08988777003662,2015
93,13,147.35597070980072,131.39633731618065,74.98267255612323,2016
94,13,167.88942017440795,141.59559207682057,89.65225781222115,2017
95,13,143.01415781536102,131.37953477193255,80.22553304054638,2018
96,13,225.34633366355897,197.24106259108186,130.7699670595517,2019
97,13,256.5494276927948,169.22824685772224,127.07533705640552,2020
98,13,159.23157898693086,131.69864552085946,124.13530987459659,2021
99,13,127.44909306707382,132.73147279126263,92.29921994513377,2022
100,14,81.90082277126312,112.97853585122675,71.53543815490731,2013
101,14,115.87624607963562,160.2173869872568,114.05276338328723,2014
102,14,109.1499622833252,147.0360350621345,94.72030859596562,2015
103,14,335.6065243618011,385.12455023953646,245.27897996891852,2016
104,14,452.6812440135956,763.3587284556803,511.88021145292305,2017
105,14,305.8182820163727,378.4933624354828,240.15957814245456,2018
106,14,573.2972400730133,1083.0507702523662,698.8920398021494,2019
107,14,512.6038006874085,730.1428983659462,469.4319619811304,2020
108,14,356.56045627326966,471.18041774916793,326.8622855298914,2021
109,14,231.14186331138612,407.03426168109695,336.53674858839236,2022
110,15,45.256382630825044,45.3221275669485,44.67986870667713,2013
111,15,80.72960378923416,80.2219030917502,79.14934281202122,2014
112,15,87.33578772182464,86.40826467405087,85.17327471598199,2015
113,15,68.62675570600032,66.48465384825634,65.43367308884977,2016
114,15,91.96934644947052,85.1537498931377,83.29103589987992,2017
115,15,64.90283059537467,53.55309919514348,38.08971055957467,2018
116,15,120.97081093781031,97.51694901055195,83.24110591050079,2019
117,15,114.29241183867082,97.02556864535366,60.25810678226596,2020
118,15,74.5611834476307,74.14501535272501,52.03135716280564,2021
119,15,48.541116935951514,58.084178907361554,48.24008098819519,2022
120,17,151.98832744903564,193.4684045268147,80.4204083512789,2013
121,17,255.04527981033326,269.6430482939822,153.5001603334621,2014
122,17,237.26475872039794,234.493881852364,138.83588894333653,2015
123,17,207.25435483703615,214.41791038420055,132.55578541242573,2016
124,17,234.26087814102172,225.37822174708094,148.4269855870496,2017
125,17,201.50015772285462,325.0070560824332,242.52515554452862,2018
126,17,309.9316342517853,502.38282577447376,335.5095887398513,2019
127,17,351.0621367904663,408.7059936188126,291.8851747665726,2020
128,17,222.85850150184632,233.91210479637834,133.947934536814,2021
129,17,181.00096764450072,207.9175185337213,124.1279662873403,2022
130,18,10005.674204992676,5405.478811457262,3720.5533989547303,2013
131,18,10789.12901755371,4067.0155528756572,2531.2267776103968,2014
132,18,10051.206472705078,4125.45422645111,2339.8445798849875,2015
133,18,10341.380602441406,3979.6711240944132,2639.8338401149826,2016
134,18,12046.636526220704,5010.791414778378,3062.360260120113,2017
135,18,11165.745345996094,4425.765202076145,3006.3156888185845,2018
136,18,12273.74585288086,5775.293048023885,4151.733672857255,2019
137,18,14184.665508251954,6141.938243293405,4670.81943350169,2020
138,18,11776.962163623048,5333.24625258501,3915.8958366904244,2021
139,18,7885.064434460449,3447.309033352909,2493.360092154687,2022
140,19,201.65689680976868,144.50462277371494,74.54377340378689,2013
141,19,269.8021688873291,122.98683893454512,56.90905816630717,2014
