,real_river,date,Q,TotN,DIN,TDP,TOC,SS
0,4,2017-01-31,2.37988797955513,2.773772146959207,1.4537514794364994,0.08593775656042761,19.750339421744286,3.9713728885285735
1,4,2017-02-28,1.7871839989185334,1.8030969348133772,1.0386994547936448,0.04602651377313751,14.888551936290948,2.9885394452930463
2,4,2017-03-31,3.5414496431350706,3.5417064258062427,2.0531289568414945,0.08903097110516564,29.706335591734703,5.906084895742505
3,4,2017-04-30,1.77690239610672,1.6850893591742542,0.8922551790345464,0.044139154081881744,15.14364189758124,2.955822323724538
4,4,2017-05-31,0.8053344002008438,0.6512735684722295,0.22848017111276936,0.019465138516862015,6.9556389710249,1.3395258156328416
5,4,2017-06-30,0.42772320066690445,0.32712601660482127,0.09252045557264439,0.010314312530647659,3.5151593853778964,0.7127464642434628
6,4,2017-07-31,0.11008224048614502,0.07495383388787404,0.014502929549431642,0.002664732184553043,0.8581502572888303,0.18185895190215387
7,4,2017-08-31,0.7348233571887016,0.43345991376737414,0.024538058120436274,0.018503268466865005,5.474714267474267,1.2077853621013068
8,4,2017-09-30,1.9570463929653168,1.6107317613229537,0.3544471385203372,0.07230480841263297,16.478234157424417,3.2411996251599313
9,4,2017-10-31,3.3305472212791445,3.5878691919803063,1.143544506129739,0.16581403608335418,30.760605949163963,5.532273844525338
10,4,2017-11-30,4.998758369636536,5.373139797630947,1.71620503795381,0.24775277823635153,47.34513023950929,8.304067239699323
11,4,2017-12-31,5.805820812606812,5.8031400491244876,2.029095148806244,0.25473867482091556,56.613312815200544,9.637596170758648
12,4,2018-01-31,5.084726375198365,4.065459138832611,1.9276821189157767,0.14599400063717954,51.26765489489145,8.496763013553467
13,4,2018-02-28,2.4693984051704407,1.8832543589543294,0.9454807769698929,0.06365234119236478,25.670798442076524,4.13912888740754
14,4,2018-03-31,0.9160127985477448,0.7029496267127316,0.35230216934151354,0.02411847077533405,9.540572529402212,1.5260921877243308
15,4,2018-04-30,2.5815455929756164,2.3021133860399843,1.0803957555515062,0.10371505798456335,26.54054024801108,4.2943969900168515
16,4,2018-05-31,1.1364278366804124,1.019920601802168,0.4774276604006587,0.0465926754857996,11.078965279808635,1.8902277149923625
17,4,2018-06-30,0.2693519996523857,0.24049151828361806,0.11378832918301707,0.010749391734774865,2.460289978790573,0.4489393840367054
18,4,2018-07-31,0.14067647985219955,0.1314985091784543,0.07245730502679677,0.004568242258744458,1.2690883836558948,0.23229185426529844
19,4,2018-08-31,0.15711840153336526,0.1581868414905271,0.10591919684449817,0.003987102725514072,1.3371290274350902,0.25822194194747305
20,4,2018-09-30,2.603154252433777,2.6187678097314686,1.771598118392086,0.06566923488079497,21.626617754410123,4.314639397779532
21,4,2018-10-31,1.4795136011123657,1.4919294850437006,1.0059937497017466,0.03714610648593133,12.71512620569755,2.457310589378587
22,4,2018-11-30,3.858710367679596,4.161560942505964,2.5628200870684457,0.09462549484322978,33.4767410234124,6.410304744994889
23,4,2018-12-31,4.103654407024384,4.856664621619893,2.6284245923231406,0.09604987942566674,38.87225456191746,6.812421325268591
24,4,2019-01-31,0.8674559992790222,1.026648315341209,0.5550290368997726,0.020304423400467304,8.228947178358451,1.4475628491421888
25,4,2019-02-28,5.410195188474655,6.172011744238908,3.3320619125937023,0.12996020273217948,51.97364728386005,9.060361017493657
26,4,2019-03-31,5.866387148666382,5.45735522921078,2.7477318272508535,0.16254252578250925,58.71029008903927,9.777731212552293
27,4,2019-04-30,0.5962463981151581,0.5277024079214678,0.25190918634457043,0.02149257182117766,5.9274308755294065,0.9918943605746967
28,4,2019-05-31,0.40727232241630557,0.34554940863489525,0.14839100796348634,0.013901299753757854,3.831798506270898,0.6774784977191234
29,4,2019-06-30,0.9637055992841721,0.7546570582758406,0.25286066832560816,0.027060879182677286,8.745634180039339,1.605559551090851
30,4,2019-07-31,0.21964607927799226,0.15943342788705384,0.0410588376213529,0.005678901139044118,1.9193619457914153,0.36269343169484813
31,4,2019-08-31,0.6820761577963829,0.5276479324385999,0.16593481556337705,0.01922374681095248,5.744660091038204,1.1215951397114665
32,4,2019-09-30,3.1353695836544038,2.79283603481679,1.2253389955894478,0.09574693788781038,26.526429367888593,5.1924635300639075
33,4,2019-10-31,7.145539120960236,7.100785669492126,3.8959199574297423,0.21400460445220168,62.2725098502722,11.87006450577036
34,4,2019-11-30,4.422297601318359,4.669826920900281,2.5931532689642087,0.12096922058295273,39.731247116325605,7.3463587632880465
35,4,2019-12-31,9.186047932434082,10.171992123882005,5.4485497680525246,0.2451461147841382,85.5798252552973,15.247398130660889
36,5,2017-01-31,41.06268014831543,21.329970250935983,12.030496974884425,0.2610129142275738,342.03124082524903,68.57375446796276
37,5,2017-02-28,22.034159925842285,12.027160451703665,6.2153117198676675,0.14249451122984666,184.41859373995257,36.895855299206225
38,5,2017-03-31,58.536,32.10072821384915,15.74390418545887,0.39037381023427464,492.88283719453125,97.56253627409934
39,5,2017-04-30,27.120960049438477,15.30738690734644,7.487582039832689,0.20072092185374205,232.0139299436098,45.11517127251553
40,5,2017-05-31,26.507519892883302,15.122411049271678,6.572911763123288,0.22325433537795333,230.24480636247685,44.09070998863376
41,5,2017-06-30,11.64024001235962,6.093561225894383,2.6690477044085594,0.06547667864113892,96.89009945632132,19.395889720094257
42,5,2017-07-31,4.901580004119873,2.479852294912007,1.125735380659268,0.0242899019066573,39.53694161909453,8.101397763052187
43,5,2017-08-31,5.611139991760254,2.6250692801333817,1.1997726005637268,0.030068866267930316,43.478274364673446,9.224218819479757
