,real_river,Q,TotN,DIN,TDP,TOC,SS,year
44,19,275.0723165863037,49.641788071198185,22.67463530733641,0.36892689831500103,1488.8647207973409,176.75749730144284,2019
45,20,629.066595126915,324.52398255820106,262.4793428926902,2.724990950991334,4132.1904879854455,2615.788013709189,2017
46,20,433.2493094581604,244.13389685099082,172.55311729032596,0.7889008722024177,2326.3239907629054,582.9910265083416,2018
47,20,789.887914439392,267.7353457650914,220.14279901498665,1.9972042748644476,5019.409413987215,2641.7378352558785,2019
48,21,4141.629563818359,745.4825951921314,249.89280991045945,6.769009364130188,18562.997832786958,2197.0927138461043,2017
49,21,3848.0538783691404,804.1007261840226,273.80828396056836,6.605126013844491,14903.367244927547,1414.9589682274293,2018
50,21,4076.8800286376954,827.9608536852502,309.54677992541804,6.595840805182654,18509.894410774203,1196.7799114571692,2019
51,22,9394.55877216797,1337.7931283353419,494.7108854281,11.062264957407585,25984.419440750786,864.5669543184052,2017
52,22,9252.765257739258,1293.2953840600312,437.4063436768497,6.689551224187291,20550.09019151939,473.4355700154479,2018
53,22,8389.865303393555,1217.7456148491556,435.17944119791,6.061872156041474,21059.336017771875,504.3953165497045,2019
54,23,1759.3354582992554,517.387640826908,131.38990275387144,3.002164019782318,9381.561452245918,246.00077081314254,2017
55,23,1303.1014038711548,387.1815578903482,119.70482472723435,2.5542615777693487,6978.361808002138,175.67203946811549,2018
56,23,1967.4771122440338,577.0303487374432,180.5046673545675,3.941701413441181,10594.070279169375,266.64765955768195,2019
