,real_river,Q,TotN,DIN,TDP,TOC,SS,year
30,14,452.6812440135956,763.3750693549107,511.8911686034559,13.67635447898659,3368.3428891550916,3950.6767811565464,2017
31,14,305.8182820163727,378.5014639622171,240.164719425631,6.723916494906932,1789.72118366488,3142.407590056105,2018
32,14,573.2972400730133,1083.073949984728,698.9069990963208,29.85489980798857,3454.771658556227,7372.991844983852,2019
33,15,91.96934644947052,85.15557254617849,83.29281862546728,3.0709742800668796,492.82803860253483,336.1039432811704,2017
34,15,64.90283059537467,53.55424557799072,38.09052582135785,2.89353165455309,343.43720943744734,253.22881056684923,2018
35,15,120.97081093781031,97.51903605352803,83.24288744723584,3.0732437886810056,640.8195558303435,511.03562678638053,2019
36,17,234.26087814102172,225.38304503184992,148.43016269878893,7.44244309641431,1411.0425080017806,5728.405585728239,2017
37,17,201.50015772285462,325.0140144197816,242.53034587384684,7.440579245334934,1269.0951974606007,7336.061853193638,2018
38,17,309.9316342517853,502.39357904471757,335.5167701801135,9.676179700322743,2016.9709952925655,11591.607501988196,2019
39,18,12046.636526220704,5105.292027877207,3116.8598537129174,31.312808982601954,47655.13958942205,20721.76102998325,2017
40,18,11165.745345996094,4531.128166966359,3068.9909925969946,33.668455248223594,36600.40132852775,23378.09894611778,2018
41,18,12273.74585288086,5848.432899715489,4190.189665641737,63.05996171514632,45942.586381163426,23472.115207887917,2019
42,19,212.96139119796752,178.8805899833584,145.8097783416298,4.004529765983052,1433.6877126155855,1102.5863897088611,2017
43,19,186.07123207054138,167.25201018618694,111.61758522681339,3.701094325534134,1447.84054328642,1268.9098437850082,2018
44,19,275.0723165863037,212.92422089955141,152.8396996199677,6.255274929976847,1811.1829184020237,2155.579235383449,2019
45,20,629.066595126915,2490.3494084208655,2282.4203214649983,60.65296371008633,5015.5885311784705,31899.853825721817,2017
46,20,433.2493094581604,1740.3435254830833,1500.4561460662637,17.558053231133187,2823.65587318423,7109.646664735874,2018
47,20,789.887914439392,2073.7739379057807,1914.2778753951138,44.447579405400006,6092.481104887961,32216.315064096078,2019
48,21,4141.629563818359,1728.1511345825077,1049.2181057691455,26.300838318200768,19662.9483187006,26793.813583489075,2017
49,21,3848.0538783691404,1875.6221792691827,1149.1871979179923,25.666116920427015,15786.867665564387,17255.597173505237,2018
50,21,4076.8800286376954,2008.6022808504554,1298.442899289668,25.63003225966202,19607.194808897075,14594.876968989867,2019
51,22,9394.55877216797,2447.2566390661614,1397.5887222869444,33.32113006004201,27996.652883967658,10543.499442907381,2017
52,22,9252.765257739258,2301.3127118552507,1235.6998603357881,20.149788239015173,22141.48951123081,5773.60451238351,2018
53,22,8389.865303393555,2203.73192374421,1229.4087173827133,18.259019436786318,22690.17119909769,6151.162396947616,2019
54,23,1759.3354582992554,619.3218366592619,200.0946039544697,6.2622892937576005,9867.952358855855,3000.0094001602743,2017
55,23,1303.1014038711548,472.8023852373643,182.2993152952122,5.328001883245757,7340.1580043823615,2142.3419447331153,2018
56,23,1967.4771122440338,705.5533167452949,274.89182368716786,8.22209713753044,11143.324274903247,3251.8007263131944,2019
